,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
0,1,0.1868406095595602,-2.7446895240125353,-0.11670357798987627,-0.6023642459161357,-1.6410723379532315,2.3138507210047856,0.17058734346752724,1.1257748435572583,-15.196769722895935,0.10843312235846032,1.8481128463768597,-5.913152461923083,0.8077236391215877,-1.3516238565066185,-0.3957513782106431,-2.668158122772946,1.0774411591179973,2.7048825096938085,8.55512949691308,4.5122574143480945,-6.373997992759772,0.7093523897282737,-0.05828018345757727,-0.24717324413633365,0.38057545015680905,6.03890808361821,2.9776249212131654,-0.1105157448280378,7.712828586126929,-0.8835588092430023
1,0,-0.14089863601983096,-0.9408083053037558,0.3196452242180382,3.03746722689678,2.5008467283002784,2.4708120424469393,0.18548660099565328,2.616694188428104,-2.061064861808896,-0.7661504578313159,-1.6862138104440234,7.034268572997827,-1.707091858134613,1.8738864901292245,-1.4404499026492772,3.5605081458466077,1.790892886672966,2.874045013694882,-1.7561679325523358,-1.6412090716937882,-0.9236589229952809,-2.0153696607861975,1.6924676978910418,0.7243148709735213,0.9788626099053502,0.7037625101817705,-0.8009000875770668,0.10199910611380665,0.6143884208240449,2.586955143060965
2,1,-1.1730644413109026,-0.11425333442360805,0.8417676358025138,1.291893507949999,2.2552923923535206,-1.2112510072714535,0.15583213862178175,-0.7131285627009815,8.216569532884098,1.0992454460067054,-0.27869348462965016,-3.1474170805009587,1.4432056188106008,-1.427843548380383,-1.3141589130793303,-0.8254446027716725,-0.48188182599661133,0.08991128193948131,1.5259637293111776,3.1583566017665565,2.0203535969123845,-0.9965245848864469,-0.370041168853959,0.43068305942425356,-0.6608523540435378,-2.1461610188627502,0.25003820850045366,-1.4561085118395443,-2.890238751618532,-1.7183670331583585
3,0,0.29539329694320177,3.583453187950816,-0.5863503777865685,-0.3774005555764154,3.1230699635812718,-1.1291482074405543,0.035294738158977323,0.7399568297963341,-0.6447949056762985,-0.26890583206628327,-4.649858313233615,-2.549104992831981,0.9180330955428647,1.7960641006907214,0.037791468252285604,-0.7754382759969726,1.0879371090870724,1.2907750380882974,-4.74784870568274,-5.647730858473115,-5.04122784447524,1.2719439597645397,0.3866502171378763,0.06392952964836526,0.8195034050410088,-1.7098860978552914,0.8930654590407798,-0.4533122507749774,0.15521034484312626,-4.22281942090895
4,0,-0.1574948894246825,-3.54487760994115,-3.7041176962752203,-3.9147683256612473,3.285950599160593,2.2040270504190542,0.173815473406232,0.5877118998749447,-7.45059926746562,1.6486880145845095,5.618109540602838,0.6823160453028339,-1.2436281785067929,1.9003278582306031,-0.3427316856193615,-4.325300913621126,0.846419347537527,0.296741770472967,-3.576588151132303,-1.7170700722074903,3.347482947063103,-1.5186254860108317,-1.1768919772586683,0.6615773735359706,0.1523206164836177,-0.8220952306560083,0.7759357702299884,1.4065766958510386,3.439470521849389,-4.22436907079214
5,1,-0.6698055233904758,-1.1766714766058899,0.29255583890628833,-1.7554758987386951,3.363704156438967,0.9127438805916762,-0.4151944545446954,1.2105422097096532,3.3964386167423375,0.21722901135978967,0.6917431011260666,-1.4215595276525703,0.0305100923444436,0.18324220598968627,2.1661728958856283,-0.7944931836042817,0.8520109791452571,0.5524360855924764,-1.4550859448179083,1.3271034982877499,1.925063037284536,1.2554315806679108,-0.7208183244063284,-0.7853086726866558,1.8448420558553866,0.03862730656603666,1.1776566341375114,-0.3854462615982476,-1.4295515380315122,3.4331640777433834
6,1,0.9395437623269767,-1.6412627646485167,-0.546355530109416,-0.4228429528433134,-0.1844426981308984,1.5460602741061482,0.7324552076811177,0.4439368526135229,-0.02498573177545363,-1.3050364529562175,1.430425342847038,0.7605044400152587,0.8768734354637803,-0.0013284072131835578,1.7795395844477702,-1.4686843589382423,-2.3460060129561082,2.80002500146889,1.7709678076846411,2.024203050653361,-0.7068257626236633,-1.6547448998609435,-0.7854529850180038,0.14075086530195224,-0.6490718845325653,-1.0617541636459606,0.04387799772795683,-0.4082874114125624,-2.9897011119647914,-0.5200967182732922
7,0,-2.2412842593896913,0.25216987509492494,3.0413857833320823,3.251660430834249,0.8920346240982484,3.001468758308328,-2.5388543098667036,-1.6263184999594273,-4.162454766913933,0.24834482098345123,-2.3048145931694406,5.967777219490168,2.930397336790544,1.0379734889042005,-0.3952504591996673,0.5615876271920054,-0.7519804769843731,3.8432905140971423,1.0001445900971937,-1.5488184944115773,1.2232029736576608,-1.509790715882955,-0.5690190411095174,-1.1982478931349134,-1.3638797454321625,1.79075542000625,-0.13374677992276213,0.061361804937043726,1.2555260041981173,2.8139013689020054
8,0,-0.2180424855053126,2.0794884897836465,5.66156040318684,-1.613140769420601,1.7170317693800197,-1.2244256931725626,0.1492570657887927,0.01968729219436617,-1.5872175856571642,0.2673025305862705,-4.073695562962721,-1.6892863060162278,1.0644135830628556,0.22559546148781748,0.033331451039779844,-3.1526522845407157,-0.35554509070550033,-0.1139345528094525,-0.9754283987602627,-1.2642169664712806,-2.4129521003947842,-1.733073845746198,-0.8930494722849468,-2.4105477423791073,-1.237812448564959,0.2946739300676887,1.2816435974816593,-0.42187679470441475,-0.7150848908062323,-4.346381173317083
9,1,0.2874220983965855,2.0210968805922405,-5.311963176984653,-6.41066329679382,1.4833355292702062,1.5755644213660305,1.259038105894433,0.40013398441252757,1.4982054486485925,0.7404851328735764,0.3016168748242767,-15.757850281179364,1.6732334831155171,-0.9989721434653821,-1.5454897866267523,-2.7774078725377183,-1.559117919933198,0.5150747716730637,2.5510734709171827,6.779612842740417,1.4973404834432609,-2.053471692094456,1.3107420010588584,-0.12859714936060912,0.23613080546197648,3.4824336634184463,0.32085092475049676,-0.6839059868686972,-0.23651538158960492,0.8310798557317773
